DATAFLOW,LAST UPDATE,freq,unit,coicop18,geo,TIME_PERIOD,DATE,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-06,01-06-2016,75.76,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-07,01-07-2016,75.45,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-08,01-08-2016,75.46,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-09,01-09-2016,75.69,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-10,01-10-2016,75.88,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-11,01-11-2016,75.67,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2016-12,01-12-2016,76.05,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-01,01-01-2017,75.53,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-02,01-02-2017,75.83,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-03,01-03-2017,76.35,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-04,01-04-2017,76.75,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-05,01-05-2017,76.7,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-06,01-06-2017,76.75,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-07,01-07-2017,76.48,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-08,01-08-2017,76.63,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-09,01-09-2017,76.9,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-10,01-10-2017,76.99,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-11,01-11-2017,76.9,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2017-12,01-12-2017,77.14,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-01,01-01-2018,76.59,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-02,01-02-2018,76.73,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-03,01-03-2018,77.44,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-04,01-04-2018,77.76,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-05,01-05-2018,78.21,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-06,01-06-2018,78.3,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-07,01-07-2018,78.17,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-08,01-08-2018,78.26,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-09,01-09-2018,78.54,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-10,01-10-2018,78.74,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-11,01-11-2018,78.36,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2018-12,01-12-2018,78.34,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-01,01-01-2019,77.69,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-02,01-02-2019,77.96,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-03,01-03-2019,78.66,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-04,01-04-2019,79.22,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-05,01-05-2019,79.36,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-06,01-06-2019,79.46,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-07,01-07-2019,79.19,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-08,01-08-2019,79.26,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-09,01-09-2019,79.4,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-10,01-10-2019,79.54,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-11,01-11-2019,79.34,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2019-12,01-12-2019,79.61,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-01,01-01-2020,79.03,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-02,01-02-2020,79.2,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-03,01-03-2020,79.56,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-04,01-04-2020,79.73,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-05,01-05-2020,79.74,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-06,01-06-2020,80.02,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-07,01-07-2020,79.83,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-08,01-08-2020,79.55,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-09,01-09-2020,79.58,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-10,01-10-2020,79.72,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-11,01-11-2020,79.5,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2020-12,01-12-2020,79.76,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-01,01-01-2021,79.99,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-02,01-02-2021,80.2,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-03,01-03-2021,80.88,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-04,01-04-2021,81.35,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-05,01-05-2021,81.57,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-06,01-06-2021,81.77,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-07,01-07-2021,81.8,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-08,01-08-2021,82.07,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-09,01-09-2021,82.47,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-10,01-10-2021,83.2,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-11,01-11-2021,83.6,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2021-12,01-12-2021,83.99,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-01,01-01-2022,84.45,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-02,01-02-2022,85.18,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-03,01-03-2022,87.21,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-04,01-04-2022,87.94,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-05,01-05-2022,88.78,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-06,01-06-2022,89.59,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-07,01-07-2022,89.8,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-08,01-08-2022,90.4,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-09,01-09-2022,91.49,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-10,01-10-2022,92.77,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-11,01-11-2022,92.88,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2022-12,01-12-2022,92.72,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-01,01-01-2023,92.87,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-02,01-02-2023,93.65,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-03,01-03-2023,94.48,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-04,01-04-2023,95.07,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-05,01-05-2023,95.1,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-06,01-06-2023,95.35,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-07,01-07-2023,95.32,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-08,01-08-2023,95.77,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-09,01-09-2023,96.02,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-10,01-10-2023,96.14,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-11,01-11-2023,95.76,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2023-12,01-12-2023,95.9,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-01,01-01-2024,95.74,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-02,01-02-2024,96.3,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-03,01-03-2024,96.94,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-04,01-04-2024,97.51,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-05,01-05-2024,97.69,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-06,01-06-2024,97.87,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-07,01-07-2024,97.99,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-08,01-08-2024,98.1,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-09,01-09-2024,98.02,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-10,01-10-2024,98.37,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-11,01-11-2024,98.18,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2024-12,01-12-2024,98.48,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-01,01-01-2025,98.43,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-02,01-02-2025,98.88,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-03,01-03-2025,99.38,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-04,01-04-2025,99.86,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-05,01-05-2025,99.85,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-06,01-06-2025,100.14,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-07,01-07-2025,100.3,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-08,01-08-2025,100.48,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-09,01-09-2025,100.56,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-10,01-10-2025,100.81,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-11,01-11-2025,100.58,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2025-12,01-12-2025,100.73,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2026-01,01-01-2026,100.38,,
ESTAT:PRC_HICP_MINR(1.0),20/05/26 11:00:00,Monthly,"Index, 2025=100",Total,European Union - 27 countries (from 2020),2026-02,01-02-2026,100.99,,
